Timepoint,Date,Tank,Temp,ImageID,Stick,StickID,Species,Position,FragID,Genotype,Reef,CoralID,Area,MeanGrey,CalibratedMeanGrey
1,19/01/2022,AR2,Hot,_1191939,1,AR2_1,A. hyacinthus,3,AhyaMartin11,Martin11,Martin,AR2_1_3,230.185,87.606,3.473
1,19/01/2022,AR2,Hot,_1191939,1,AR2_1,A. hyacinthus,4,AhyaWood8,Wood8,Wood,AR2_1_4,243.346,99.099,2.937
1,19/01/2022,AR2,Hot,_1191939,1,AR2_1,A. hyacinthus,5,AhyaWood5A,Wood5A,Wood,AR2_1_5,307.296,120.622,1.933
1,19/01/2022,AR2,Hot,_1191939,1,AR2_1,A. hyacinthus,6,AhyaArlington6,Arlington6,Arlington,AR2_1_6,171.436,105.036,2.66
1,19/01/2022,AR2,Hot,_1191939,1,AR2_1,A. hyacinthus,7,AhyaDavies18,Davies18,Davies,AR2_1_7,348.903,110.115,2.423
1,19/01/2022,AR2,Hot,_1191939,1,AR2_1,A. hyacinthus,8,AhyaMartin13,Martin13,Martin,AR2_1_8,260.939,94.384,3.157
1,19/01/2022,AR2,Hot,_1191939,1,AR2_1,A. hyacinthus,9,AhyaDavies16,Davies16,Davies,AR2_1_9,281.266,87.219,3.491
1,19/01/2022,AR2,Hot,_1191939,1,AR2_1,A. hyacinthus,10,AhyaDavies9,Davies9,Davies,AR2_1_10,318.601,97.988,2.989
1,19/01/2022,AR2,Hot,_1191939,1,AR2_1,A. hyacinthus,11,AhyaPalms6,Palms6,Palms,AR2_1_11,298.334,71.122,4.241
1,19/01/2022,AR2,Hot,_1191940,2,AR2_2,P. lutea,2,PlutArlington1,Arlington1,Arlington,AR2_2_2,141.244,90.462,3.474
1,19/01/2022,AR2,Hot,_1191940,2,AR2_2,P. lutea,3,PlutMartin14,Martin14,Martin,AR2_2_3,333.264,83.719,3.788
1,19/01/2022,AR2,Hot,_1191940,2,AR2_2,P. lutea,4,PlutDavies10,Davies10,Davies,AR2_2_4,358.267,81.131,3.908
1,19/01/2022,AR2,Hot,_1191940,2,AR2_2,P. lutea,5,PlutWood13,Wood13,Wood,AR2_2_5,357.156,90.991,3.449
1,19/01/2022,AR2,Hot,_1191940,2,AR2_2,P. lutea,6,PlutDavies3,Davies3,Davies,AR2_2_6,121.478,119.404,2.127
1,19/01/2022,AR2,Hot,_1191940,2,AR2_2,P. lutea,7,PlutWood20,Wood20,Wood,AR2_2_7,318.015,76.355,4.131
1,19/01/2022,AR2,Hot,_1191940,2,AR2_2,P. lutea,8,PlutDavies7,Davies7,Davies,AR2_2_8,295.514,85.76,3.693
1,19/01/2022,AR2,Hot,_1191940,2,AR2_2,P. lutea,9,PlutDavies9,Davies9,Davies,AR2_2_9,314.999,77.742,4.066
1,19/01/2022,AR2,Hot,_1191940,2,AR2_2,P. lutea,10,PlutDavies1,Davies1,Davies,AR2_2_10,335.571,71.625,4.351
1,19/01/2022,AR2,Hot,_1191940,2,AR2_2,P. lutea,11,PlutPalms1,Palms1,Palms,AR2_2_11,271.939,57.24,5.02
1,19/01/2022,AR2,Hot,_1191941,3,AR2_3,A. hyacinthus,2,AhyaPalms10,Palms10,Palms,AR2_3_2,185.842,83.776,3.693
1,19/01/2022,AR2,Hot,_1191941,3,AR2_3,A. hyacinthus,4,AhyaDavies15,Davies15,Davies,AR2_3_4,374.2,86.654,3.558
1,19/01/2022,AR2,Hot,_1191941,3,AR2_3,A. hyacinthus,5,AhyaWood17,Wood17,Wood,AR2_3_5,164.453,104.511,2.726
1,19/01/2022,AR2,Hot,_1191941,3,AR2_3,A. hyacinthus,6,AhyaPalms5,Palms5,Palms,AR2_3_6,425.294,88.401,3.477
1,19/01/2022,AR2,Hot,_1191941,3,AR2_3,A. hyacinthus,8,AhyaWood7A,Wood7A,Wood,AR2_3_8,99.16,110.557,2.444
1,19/01/2022,AR2,Hot,_1191941,3,AR2_3,A. hyacinthus,9,AhyaArlington8,Arlington8,Arlington,AR2_3_9,200.493,106.445,2.636
1,19/01/2022,AR2,Hot,_1191941,3,AR2_3,A. hyacinthus,10,AhyaMartin12,Martin12,Martin,AR2_3_10,380.585,79.082,3.911
1,19/01/2022,AR2,Hot,_1191941,3,AR2_3,A. hyacinthus,11,AhyaArlington10,Arlington10,Arlington,AR2_3_11,245.788,109.579,2.49
1,19/01/2022,AR2,Hot,_1191942,4,AR2_4,P. lutea,1,PlutArlington16,Arlington16,Arlington,AR2_4_1,250.195,70.666,4.221
1,19/01/2022,AR2,Hot,_1191942,4,AR2_4,P. lutea,2,PlutMartin18,Martin18,Martin,AR2_4_2,321.128,71.613,4.178
1,19/01/2022,AR2,Hot,_1191942,4,AR2_4,P. lutea,4,PlutWood4,Wood4,Wood,AR2_4_4,212.409,94.144,3.149
1,19/01/2022,AR2,Hot,_1191942,4,AR2_4,P. lutea,5,PlutPalms3,Palms3,Palms,AR2_4_5,296.979,75.214,4.014
1,19/01/2022,AR2,Hot,_1191942,4,AR2_4,P. lutea,6,PlutDavies18,Davies18,Davies,AR2_4_6,193.058,110.479,2.403
1,19/01/2022,AR2,Hot,_1191942,4,AR2_4,P. lutea,7,PlutPalms17,Palms17,Palms,AR2_4_7,479.452,68.461,4.322
1,19/01/2022,AR2,Hot,_1191942,4,AR2_4,P. lutea,8,PlutArlington12,Arlington12,Arlington,AR2_4_8,398.08,56.621,4.863
1,19/01/2022,AR2,Hot,_1191942,4,AR2_4,P. lutea,9,PlutMartin19,Martin19,Martin,AR2_4_9,180.812,88.087,3.426
1,19/01/2022,AR2,Hot,_1191942,4,AR2_4,P. lutea,10,PlutPalms20,Palms20,Palms,AR2_4_10,189.737,105.094,2.649
1,19/01/2022,AR2,Hot,_1191942,4,AR2_4,P. lutea,11,PlutWood29,Wood29,Wood,AR2_4_11,198.149,81.743,3.715
1,19/01/2022,AR2,Hot,_1191943,5,AR2_5,A. hyacinthus,1,AhyaWood16,Wood16,Wood,AR2_5_1,202.52,NA,3.553
1,19/01/2022,AR2,Hot,_1191943,5,AR2_5,A. hyacinthus,2,AhyaArlington1,Arlington1,Arlington,AR2_5_2,321.543,NA,4.134
1,19/01/2022,AR2,Hot,_1191943,5,AR2_5,A. hyacinthus,4,AhyaPalms4,Palms4,Palms,AR2_5_4,209.186,NA,2.905
1,19/01/2022,AR2,Hot,_1191943,5,AR2_5,A. hyacinthus,5,AhyaPalms3,Palms3,Palms,AR2_5_5,371.441,NA,4.122
1,19/01/2022,AR2,Hot,_1191943,5,AR2_5,A. hyacinthus,6,AhyaMartin3,Martin3,Martin,AR2_5_6,208.673,NA,3.349
1,19/01/2022,AR2,Hot,_1191943,5,AR2_5,A. hyacinthus,7,AhyaArlington9,Arlington9,Arlington,AR2_5_7,258.375,NA,3.439
1,19/01/2022,AR2,Hot,_1191943,5,AR2_5,A. hyacinthus,8,AhyaMartin17,Martin17,Martin,AR2_5_8,212.018,NA,2.294
1,19/01/2022,AR2,Hot,_1191943,5,AR2_5,A. hyacinthus,10,AhyaDavies14,Davies14,Davies,AR2_5_10,477.291,NA,3.518
1,19/01/2022,AR2,Hot,_1191943,5,AR2_5,A. hyacinthus,11,AhyaPalms16,Palms16,Palms,AR2_5_11,322.276,NA,4.576
1,19/01/2022,AR2,Hot,_1191944,6,AR2_6,P. lutea,2,PlutPalms4,Palms4,Palms,AR2_6_2,214.619,NA,2.824
1,19/01/2022,AR2,Hot,_1191944,6,AR2_6,P. lutea,3,PlutMartin32,Martin32,Martin,AR2_6_3,532.56,NA,4.096
1,19/01/2022,AR2,Hot,_1191944,6,AR2_6,P. lutea,4,PlutMartin4,Martin4,Martin,AR2_6_4,281.572,NA,4.253
1,19/01/2022,AR2,Hot,_1191944,6,AR2_6,P. lutea,5,PlutArlington9,Arlington9,Arlington,AR2_6_5,313.827,NA,4.793
1,19/01/2022,AR2,Hot,_1191944,6,AR2_6,P. lutea,6,PlutMartin36,Martin36,Martin,AR2_6_6,483.542,NA,3.735
1,19/01/2022,AR2,Hot,_1191944,6,AR2_6,P. lutea,8,PlutWood14,Wood14,Wood,AR2_6_8,253.088,NA,3.89
1,19/01/2022,AR2,Hot,_1191944,6,AR2_6,P. lutea,9,PlutPalms23,Palms23,Palms,AR2_6_9,132.05,NA,3.385
1,19/01/2022,AR2,Hot,_1191944,6,AR2_6,P. lutea,10,PlutArlington6,Arlington6,Arlington,AR2_6_10,376.3,NA,4.514
1,19/01/2022,AR2,Hot,_1191944,6,AR2_6,P. lutea,11,PlutArlington19,Arlington19,Arlington,AR2_6_11,181.215,NA,4.226
1,19/01/2022,AR3,Hot,_1191945,1,AR3_1,A. hyacinthus,1,AhyaWood16,Wood16,Wood,AR3_1_1,245.373,89.913,3.339
1,19/01/2022,AR3,Hot,_1191945,1,AR3_1,A. hyacinthus,2,AhyaWood5A,Wood5A,Wood,AR3_1_2,204.119,93.729,3.165
1,19/01/2022,AR3,Hot,_1191945,1,AR3_1,A. hyacinthus,4,AhyaMartin3,Martin3,Martin,AR3_1_4,275.357,82.625,3.672
1,19/01/2022,AR3,Hot,_1191945,1,AR3_1,A. hyacinthus,5,AhyaWood17,Wood17,Wood,AR3_1_5,157.091,89.948,3.338
1,19/01/2022,AR3,Hot,_1191945,1,AR3_1,A. hyacinthus,6,AhyaPalms4,Palms4,Palms,AR3_1_6,263.686,75.5,3.998
1,19/01/2022,AR3,Hot,_1191945,1,AR3_1,A. hyacinthus,7,AhyaArlington6,Arlington6,Arlington,AR3_1_7,216.255,87.771,3.437
1,19/01/2022,AR3,Hot,_1191945,1,AR3_1,A. hyacinthus,8,AhyaPalms5,Palms5,Palms,AR3_1_8,215.632,83.256,3.644
1,19/01/2022,AR3,Hot,_1191945,1,AR3_1,A. hyacinthus,9,AhyaMartin13,Martin13,Martin,AR3_1_9,275.235,81.333,3.731
1,19/01/2022,AR3,Hot,_1191945,1,AR3_1,A. hyacinthus,11,AhyaDavies14,Davies14,Davies,AR3_1_11,NA,NA,NA
1,19/01/2022,AR3,Hot,_1191946,2,AR3_2,P. lutea,1,PlutDavies10,Davies10,Davies,AR3_2_1,304.463,68.961,4.228
1,19/01/2022,AR3,Hot,_1191946,2,AR3_2,P. lutea,2,PlutWood14,Wood14,Wood,AR3_2_2,132.844,89.993,3.294
1,19/01/2022,AR3,Hot,_1191946,2,AR3_2,P. lutea,3,PlutPalms3,Palms3,Palms,AR3_2_3,181.13,92.936,3.164
1,19/01/2022,AR3,Hot,_1191946,2,AR3_2,P. lutea,4,PlutArlington6,Arlington6,Arlington,AR3_2_4,394.015,69.459,4.206
1,19/01/2022,AR3,Hot,_1191946,2,AR3_2,P. lutea,5,PlutArlington1,Arlington1,Arlington,AR3_2_5,216.364,71.294,4.124
1,19/01/2022,AR3,Hot,_1191946,2,AR3_2,P. lutea,6,PlutDavies18,Davies18,Davies,AR3_2_6,320.994,103.43,2.698
1,19/01/2022,AR3,Hot,_1191946,2,AR3_2,P. lutea,7,PlutDavies3,Davies3,Davies,AR3_2_7,208.771,100.825,2.813
1,19/01/2022,AR3,Hot,_1191946,2,AR3_2,P. lutea,8,PlutDavies9,Davies9,Davies,AR3_2_8,348.659,63.448,4.473
1,19/01/2022,AR3,Hot,_1191946,2,AR3_2,P. lutea,9,PlutMartin19,Martin19,Martin,AR3_2_9,185.671,98.321,2.925
1,19/01/2022,AR3,Hot,_1191946,2,AR3_2,P. lutea,10,PlutArlington9,Arlington9,Arlington,AR3_2_10,348.049,72.268,4.081
1,19/01/2022,AR3,Hot,_1191946,2,AR3_2,P. lutea,11,PlutWood29,Wood29,Wood,AR3_2_11,144.039,86.158,3.464
1,19/01/2022,AR3,Hot,_1191947,3,AR3_3,A. hyacinthus,1,AhyaArlington11,Arlington11,Arlington,AR3_3_1,265.309,59.695,4.854
1,19/01/2022,AR3,Hot,_1191947,3,AR3_3,A. hyacinthus,2,AhyaDavies15,Davies15,Davies,AR3_3_2,382.416,60.673,4.809
1,19/01/2022,AR3,Hot,_1191947,3,AR3_3,A. hyacinthus,4,AhyaWood8,Wood8,Wood,AR3_3_4,247.888,87.868,3.563
1,19/01/2022,AR3,Hot,_1191947,3,AR3_3,A. hyacinthus,6,AhyaPalms10,Palms10,Palms,AR3_3_6,175.282,84.793,3.704
1,19/01/2022,AR3,Hot,_1191947,3,AR3_3,A. hyacinthus,7,AhyaPalms3,Palms3,Palms,AR3_3_7,323.411,70.887,4.341
1,19/01/2022,AR3,Hot,_1191947,3,AR3_3,A. hyacinthus,8,AhyaArlington1,Arlington1,Arlington,AR3_3_8,293.329,81.136,3.871
1,19/01/2022,AR3,Hot,_1191947,3,AR3_3,A. hyacinthus,9,AhyaMartin12,Martin12,Martin,AR3_3_9,270.694,93.611,3.3
1,19/01/2022,AR3,Hot,_1191947,3,AR3_3,A. hyacinthus,10,AhyaDavies12,Davies12,Davies,AR3_3_10,345.973,79.086,3.965
1,19/01/2022,AR3,Hot,_1191947,3,AR3_3,A. hyacinthus,11,AhyaDavies9,Davies9,Davies,AR3_3_11,295.282,77.37,4.044
1,19/01/2022,AR3,Hot,_1191948,4,AR3_4,P. lutea,1,PlutWood13,Wood13,Wood,AR3_4_1,317.954,73.296,4.209
1,19/01/2022,AR3,Hot,_1191948,4,AR3_4,P. lutea,2,PlutMartin14,Martin14,Martin,AR3_4_2,265.163,77.502,4.01
1,19/01/2022,AR3,Hot,_1191948,4,AR3_4,P. lutea,3,PlutDavies7,Davies7,Davies,AR3_4_3,310.091,99.537,2.968
1,19/01/2022,AR3,Hot,_1191948,4,AR3_4,P. lutea,4,PlutArlington16,Arlington16,Arlington,AR3_4_4,253.906,69.655,4.381
1,19/01/2022,AR3,Hot,_1191948,4,AR3_4,P. lutea,6,PlutPalms23,Palms23,Palms,AR3_4_6,273.868,70.215,4.354
1,19/01/2022,AR3,Hot,_1191948,4,AR3_4,P. lutea,7,PlutMartin36,Martin36,Martin,AR3_4_7,327.294,67.449,4.485
1,19/01/2022,AR3,Hot,_1191948,4,AR3_4,P. lutea,8,PlutMartin18,Martin18,Martin,AR3_4_8,156.48,91.174,3.364
1,19/01/2022,AR3,Hot,_1191948,4,AR3_4,P. lutea,9,PlutArlington12,Arlington12,Arlington,AR3_4_9,330.712,64.494,4.625
1,19/01/2022,AR3,Hot,_1191948,4,AR3_4,P. lutea,10,PlutPalms17,Palms17,Palms,AR3_4_10,337.012,60.511,4.813
1,19/01/2022,AR3,Hot,_1191948,4,AR3_4,P. lutea,11,PlutWood20,Wood20,Wood,AR3_4_11,59.262,85.845,3.616
1,19/01/2022,AR3,Hot,_1191950,5,AR3_5,A. hyacinthus,1,AhyaMartin11,Martin11,Martin,AR3_5_1,285.686,67.847,4.38
1,19/01/2022,AR3,Hot,_1191950,5,AR3_5,A. hyacinthus,3,AhyaArlington9,Arlington9,Arlington,AR3_5_3,371.612,85.55,3.557
1,19/01/2022,AR3,Hot,_1191950,5,AR3_5,A. hyacinthus,4,AhyaPalms16,Palms16,Palms,AR3_5_4,249.951,92.224,3.247
1,19/01/2022,AR3,Hot,_1191950,5,AR3_5,A. hyacinthus,5,AhyaDavies16,Davies16,Davies,AR3_5_5,238.475,92.09,3.253
1,19/01/2022,AR3,Hot,_1191950,5,AR3_5,A. hyacinthus,6,AhyaWood7A,Wood7A,Wood,AR3_5_6,233.127,92.672,3.226
1,19/01/2022,AR3,Hot,_1191950,5,AR3_5,A. hyacinthus,7,AhyaArlington10,Arlington10,Arlington,AR3_5_7,185.696,102.229,2.782
1,19/01/2022,AR3,Hot,_1191950,5,AR3_5,A. hyacinthus,8,AhyaMartin17,Martin17,Martin,AR3_5_8,293.121,100.336,2.869
1,19/01/2022,AR3,Hot,_1191950,5,AR3_5,A. hyacinthus,9,AhyaDavies18,Davies18,Davies,AR3_5_9,NA,NA,NA
1,19/01/2022,AR3,Hot,_1191950,5,AR3_5,A. hyacinthus,11,AhyaArlington8,Arlington8,Arlington,AR3_5_11,NA,NA,NA
1,19/01/2022,AR3,Hot,_1191951,6,AR3_6,P. lutea,1,PlutWood4,Wood4,Wood,AR3_6_1,306.783,52.442,5.127
1,19/01/2022,AR3,Hot,_1191951,6,AR3_6,P. lutea,3,PlutArlington19,Arlington19,Arlington,AR3_6_3,355.117,91.44,3.351
1,19/01/2022,AR3,Hot,_1191951,6,AR3_6,P. lutea,4,PlutMartin32,Martin32,Martin,AR3_6_4,348.171,75.933,4.058
1,19/01/2022,AR3,Hot,_1191951,6,AR3_6,P. lutea,5,PlutDavies1,Davies1,Davies,AR3_6_5,283.562,104.327,2.765
1,19/01/2022,AR3,Hot,_1191951,6,AR3_6,P. lutea,7,PlutPalms1,Palms1,Palms,AR3_6_7,255.982,97.508,3.075
1,19/01/2022,AR3,Hot,_1191951,6,AR3_6,P. lutea,8,PlutPalms20,Palms20,Palms,AR3_6_8,191.385,98.719,3.02
1,19/01/2022,AR3,Hot,_1191951,6,AR3_6,P. lutea,9,PlutMartin4,Martin4,Martin,AR3_6_9,350.38,83.173,3.728
1,19/01/2022,AR3,Hot,_1191951,6,AR3_6,P. lutea,10,PlutPalms4,Palms4,Palms,AR3_6_10,169.824,91.659,3.341
1,19/01/2022,AR4,Hot,_1191952,1,AR4_1,A. hyacinthus,1,AhyaPalms10,Palms10,Palms,AR4_1_1,333.984,NA,4.019
1,19/01/2022,AR4,Hot,_1191952,1,AR4_1,A. hyacinthus,3,AhyaArlington11,Arlington11,Arlington,AR4_1_3,239.036,NA,3.452
1,19/01/2022,AR4,Hot,_1191952,1,AR4_1,A. hyacinthus,4,AhyaDavies12,Davies12,Davies,AR4_1_4,345.363,NA,2.467
1,19/01/2022,AR4,Hot,_1191952,1,AR4_1,A. hyacinthus,5,AhyaArlington6,Arlington6,Arlington,AR4_1_5,234.36,NA,3.054
1,19/01/2022,AR4,Hot,_1191952,1,AR4_1,A. hyacinthus,6,AhyaPalms3,Palms3,Palms,AR4_1_6,307.259,NA,3.667
1,19/01/2022,AR4,Hot,_1191952,1,AR4_1,A. hyacinthus,7,AhyaWood8,Wood8,Wood,AR4_1_7,274.027,NA,3.066
1,19/01/2022,AR4,Hot,_1191952,1,AR4_1,A. hyacinthus,8,AhyaArlington8,Arlington8,Arlington,AR4_1_8,426.502,NA,2.669
1,19/01/2022,AR4,Hot,_1191952,1,AR4_1,A. hyacinthus,9,AhyaPalms4,Palms4,Palms,AR4_1_9,234.873,NA,3.596
1,19/01/2022,AR4,Hot,_1191952,1,AR4_1,A. hyacinthus,10,AhyaMartin11,Martin11,Martin,AR4_1_10,160.851,NA,3.575
1,19/01/2022,AR4,Hot,_1191953,2,AR4_2,P. lutea,1,PlutPalms17,Palms17,Palms,AR4_2_1,573.728,61.43,4.648
1,19/01/2022,AR4,Hot,_1191953,2,AR4_2,P. lutea,2,PlutWood13,Wood13,Wood,AR4_2_2,263.332,90.063,3.213
1,19/01/2022,AR4,Hot,_1191953,2,AR4_2,P. lutea,3,PlutPalms1,Palms1,Palms,AR4_2_3,361.649,57.191,4.861
1,19/01/2022,AR4,Hot,_1191953,2,AR4_2,P. lutea,4,PlutArlington6,Arlington6,Arlington,AR4_2_4,273.013,71.469,4.145
1,19/01/2022,AR4,Hot,_1191953,2,AR4_2,P. lutea,5,PlutDavies9,Davies9,Davies,AR4_2_5,72.069,96.172,2.906
1,19/01/2022,AR4,Hot,_1191953,2,AR4_2,P. lutea,6,PlutDavies18,Davies18,Davies,AR4_2_6,349.282,89.322,3.25
1,19/01/2022,AR4,Hot,_1191953,2,AR4_2,P. lutea,7,PlutArlington12,Arlington12,Arlington,AR4_2_7,311.862,73.326,4.052
1,19/01/2022,AR4,Hot,_1191953,2,AR4_2,P. lutea,8,PlutWood14,Wood14,Wood,AR4_2_8,255.872,63.874,4.526
1,19/01/2022,AR4,Hot,_1191953,2,AR4_2,P. lutea,9,PlutDavies10,Davies10,Davies,AR4_2_9,261.769,79.955,3.719
1,19/01/2022,AR4,Hot,_1191953,2,AR4_2,P. lutea,10,PlutArlington9,Arlington9,Arlington,AR4_2_10,377.081,62.88,4.576
1,19/01/2022,AR4,Hot,_1191953,2,AR4_2,P. lutea,11,PlutWood29,Wood29,Wood,AR4_2_11,347.939,73.294,4.053
1,19/01/2022,AR4,Hot,_1191954,3,AR4_3,A. hyacinthus,1,AhyaPalms5,Palms5,Palms,AR4_3_1,274.429,64.294,4.582
1,19/01/2022,AR4,Hot,_1191954,3,AR4_3,A. hyacinthus,2,AhyaWood5A,Wood5A,Wood,AR4_3_2,230.087,83.563,3.699
1,19/01/2022,AR4,Hot,_1191954,3,AR4_3,A. hyacinthus,4,AhyaPalms6,Palms6,Palms,AR4_3_4,348.549,86.936,3.544
1,19/01/2022,AR4,Hot,_1191954,3,AR4_3,A. hyacinthus,5,AhyaDavies15,Davies15,Davies,AR4_3_5,300.349,87.722,3.508
1,19/01/2022,AR4,Hot,_1191954,3,AR4_3,A. hyacinthus,6,AhyaWood17,Wood17,Wood,AR4_3_6,224.08,93.254,3.255
1,19/01/2022,AR4,Hot,_1191954,3,AR4_3,A. hyacinthus,7,AhyaDavies18,Davies18,Davies,AR4_3_7,270.01,119.72,2.043
1,19/01/2022,AR4,Hot,_1191954,3,AR4_3,A. hyacinthus,8,AhyaMartin12,Martin12,Martin,AR4_3_8,292.022,89.715,3.417
1,19/01/2022,AR4,Hot,_1191954,3,AR4_3,A. hyacinthus,9,AhyaMartin13,Martin13,Martin,AR4_3_9,317.111,87.476,3.52
1,19/01/2022,AR4,Hot,_1191954,3,AR4_3,A. hyacinthus,10,AhyaDavies14,Davies14,Davies,AR4_3_10,405.564,90.518,3.38
1,19/01/2022,AR4,Hot,_1191954,3,AR4_3,A. hyacinthus,11,AhyaArlington9,Arlington9,Arlington,AR4_3_11,247.631,82.131,3.765
1,19/01/2022,AR4,Hot,_1191955,4,AR4_4,P. lutea,2,PlutPalms3,Palms3,Palms,AR4_4_2,245.25,65.765,4.368
1,19/01/2022,AR4,Hot,_1191955,4,AR4_4,P. lutea,3,PlutArlington16,Arlington16,Arlington,AR4_4_3,402.024,57.494,4.753
1,19/01/2022,AR4,Hot,_1191955,4,AR4_4,P. lutea,4,PlutDavies7,Davies7,Davies,AR4_4_4,220.808,94.89,3.011
1,19/01/2022,AR4,Hot,_1191955,4,AR4_4,P. lutea,5,PlutMartin36,Martin36,Martin,AR4_4_5,364.555,80.058,3.702
1,19/01/2022,AR4,Hot,_1191955,4,AR4_4,P. lutea,7,PlutWood4,Wood4,Wood,AR4_4_7,260.109,65.701,4.371
1,19/01/2022,AR4,Hot,_1191955,4,AR4_4,P. lutea,8,PlutDavies3,Davies3,Davies,AR4_4_8,317.807,79.472,3.729
1,19/01/2022,AR4,Hot,_1191955,4,AR4_4,P. lutea,9,PlutMartin4,Martin4,Martin,AR4_4_9,358.475,54.986,4.87
1,19/01/2022,AR4,Hot,_1191955,4,AR4_4,P. lutea,11,PlutPalms4,Palms4,Palms,AR4_4_11,100.71,79.708,3.718
1,19/01/2022,AR4,Hot,_1191956,5,AR4_5,A. hyacinthus,1,AhyaMartin3,Martin3,Martin,AR4_5_1,260.804,71.775,4.138
1,19/01/2022,AR4,Hot,_1191956,5,AR4_5,A. hyacinthus,3,AhyaWood7A,Wood7A,Wood,AR4_5_3,94.569,95.241,3.126
1,19/01/2022,AR4,Hot,_1191956,5,AR4_5,A. hyacinthus,4,AhyaDavies16,Davies16,Davies,AR4_5_4,389.717,95.459,3.029
1,19/01/2022,AR4,Hot,_1191956,5,AR4_5,A. hyacinthus,5,AhyaMartin17,Martin17,Martin,AR4_5_5,246.02,115.416,2.095
1,19/01/2022,AR4,Hot,_1191956,5,AR4_5,A. hyacinthus,6,AhyaPalms16,Palms16,Palms,AR4_5_6,310.69,83.365,3.595
1,19/01/2022,AR4,Hot,_1191956,5,AR4_5,A. hyacinthus,7,AhyaArlington1,Arlington1,Arlington,AR4_5_7,343.91,90.679,3.253
1,19/01/2022,AR4,Hot,_1191956,5,AR4_5,A. hyacinthus,8,AhyaArlington10,Arlington10,Arlington,AR4_5_8,251.99,105.612,2.554
1,19/01/2022,AR4,Hot,_1191956,5,AR4_5,A. hyacinthus,9,AhyaWood16,Wood16,Wood,AR4_5_9,143.173,94.805,3.06
1,19/01/2022,AR4,Hot,_1191956,5,AR4_5,A. hyacinthus,10,AhyaDavies9,Davies9,Davies,AR4_5_10,207.66,92.049,3.189
1,19/01/2022,AR4,Hot,_1191957,6,AR4_6,P. lutea,1,PlutMartin14,Martin14,Martin,AR4_6_1,374.102,53.413,4.988
1,19/01/2022,AR4,Hot,_1191957,6,AR4_6,P. lutea,2,PlutMartin32,Martin32,Martin,AR4_6_2,264.028,66.699,4.365
1,19/01/2022,AR4,Hot,_1191957,6,AR4_6,P. lutea,3,PlutArlington1,Arlington1,Arlington,AR4_6_3,251.868,71.287,4.15
1,19/01/2022,AR4,Hot,_1191957,6,AR4_6,P. lutea,4,PlutMartin18,Martin18,Martin,AR4_6_4,227.474,72.637,4.086
1,19/01/2022,AR4,Hot,_1191957,6,AR4_6,P. lutea,5,PlutPalms23,Palms23,Palms,AR4_6_5,124.64,79.716,3.755
1,19/01/2022,AR4,Hot,_1191957,6,AR4_6,P. lutea,6,PlutMartin19,Martin19,Martin,AR4_6_6,305.672,64.545,4.466
1,19/01/2022,AR4,Hot,_1191957,6,AR4_6,P. lutea,7,PlutWood20,Wood20,Wood,AR4_6_7,169.678,99.727,2.817
1,19/01/2022,AR4,Hot,_1191957,6,AR4_6,P. lutea,8,PlutDavies1,Davies1,Davies,AR4_6_8,246.813,88.154,3.359
1,19/01/2022,AR4,Hot,_1191957,6,AR4_6,P. lutea,9,PlutArlington19,Arlington19,Arlington,AR4_6_9,212.714,71.797,4.126
1,19/01/2022,AR4,Hot,_1191957,6,AR4_6,P. lutea,11,PlutPalms20,Palms20,Palms,AR4_6_11,185.269,71.805,4.126
1,19/01/2022,AR5,Hot,_1191958,1,AR5_1,A. hyacinthus,1,AhyaArlington11,Arlington11,Arlington,AR5_1_1,218.635,65.893,4.377
1,19/01/2022,AR5,Hot,_1191958,1,AR5_1,A. hyacinthus,2,AhyaWood7A,Wood7A,Wood,AR5_1_2,60.421,95.529,3.137
1,19/01/2022,AR5,Hot,_1191958,1,AR5_1,A. hyacinthus,4,AhyaArlington6,Arlington6,Arlington,AR5_1_4,159.471,92.76,3.122
1,19/01/2022,AR5,Hot,_1191958,1,AR5_1,A. hyacinthus,5,AhyaArlington10,Arlington10,Arlington,AR5_1_5,275.272,105.688,2.518
1,19/01/2022,AR5,Hot,_1191958,1,AR5_1,A. hyacinthus,6,AhyaPalms4,Palms4,Palms,AR5_1_6,224.019,89.05,3.295
1,19/01/2022,AR5,Hot,_1191958,1,AR5_1,A. hyacinthus,7,AhyaArlington9,Arlington9,Arlington,AR5_1_7,162.365,94.317,3.049
1,19/01/2022,AR5,Hot,_1191958,1,AR5_1,A. hyacinthus,8,AhyaWood5A,Wood5A,Wood,AR5_1_8,192.533,95.811,2.98
1,19/01/2022,AR5,Hot,_1191958,1,AR5_1,A. hyacinthus,9,AhyaPalms3,Palms3,Palms,AR5_1_9,228.451,68.956,4.234
1,19/01/2022,AR5,Hot,_1191958,1,AR5_1,A. hyacinthus,10,AhyaDavies12,Davies12,Davies,AR5_1_10,284.929,91.939,3.16
1,19/01/2022,AR5,Hot,_1191958,1,AR5_1,A. hyacinthus,11,AhyaPalms10,Palms10,Palms,AR5_1_11,238.133,64.313,4.451
1,19/01/2022,AR5,Hot,_1191959,2,AR5_2,P. lutea,1,PlutWood4,Wood4,Wood,AR5_2_1,575.608,27.441,6.148
1,19/01/2022,AR5,Hot,_1191959,2,AR5_2,P. lutea,2,PlutMartin18,Martin18,Martin,AR5_2_2,371.196,55.894,4.816
