No,Family,Cone,Cross,popcross,Mom,Dad,RegionCross2,RegionCross,Breed,StartPos,Rack,DevicePos,DeviceNo,PlugPosition,IndID,RecruitsStart,RecruitsEnd,RecruitsDead,SurvivalPerc,Notes,Survival
2893,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,B8,9,1,197,3,9.1.3,14,1,13,7.1429,,1
2894,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,B8,9,1,197,3,9.1.3,14,1,13,7.1429,,0
2895,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,B8,9,1,197,3,9.1.3,14,1,13,7.1429,,0
2896,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,B8,9,1,197,3,9.1.3,14,1,13,7.1429,,0
2897,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,B8,9,1,197,3,9.1.3,14,1,13,7.1429,,0
2898,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,B8,9,1,197,3,9.1.3,14,1,13,7.1429,,0
2899,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,B8,9,1,197,3,9.1.3,14,1,13,7.1429,,0
2900,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,B8,9,1,197,3,9.1.3,14,1,13,7.1429,,0
2901,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,B8,9,1,197,3,9.1.3,14,1,13,7.1429,,0
2902,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,B8,9,1,197,3,9.1.3,14,1,13,7.1429,,0
2903,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,B8,9,1,197,3,9.1.3,14,1,13,7.1429,,0
2904,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,B8,9,1,197,3,9.1.3,14,1,13,7.1429,,0
2905,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,B8,9,1,197,3,9.1.3,14,1,13,7.1429,,0
2906,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,B8,9,1,197,3,9.1.3,14,1,13,7.1429,,0
2907,HF16,C87,Martin11xMartin13,MAxMA,Martin11,Martin13,NorthxNorth,NorthxNorth,NorthPure,K3,9,2,43,1,9.2.1,5,1,4,20,,1
2908,HF16,C87,Martin11xMartin13,MAxMA,Martin11,Martin13,NorthxNorth,NorthxNorth,NorthPure,K3,9,2,43,1,9.2.1,5,1,4,20,,0
2909,HF16,C87,Martin11xMartin13,MAxMA,Martin11,Martin13,NorthxNorth,NorthxNorth,NorthPure,K3,9,2,43,1,9.2.1,5,1,4,20,,0
2910,HF16,C87,Martin11xMartin13,MAxMA,Martin11,Martin13,NorthxNorth,NorthxNorth,NorthPure,K3,9,2,43,1,9.2.1,5,1,4,20,,0
2911,HF16,C87,Martin11xMartin13,MAxMA,Martin11,Martin13,NorthxNorth,NorthxNorth,NorthPure,K3,9,2,43,1,9.2.1,5,1,4,20,,0
2912,Palms,Rm3Palms,PalmsBulk,PIxPI,Palms,Palms,CentralxCentral,CentralxCentral,CentralPure,C11,9,2,43,2,9.2.2,20,10,10,50,,1
2913,Palms,Rm3Palms,PalmsBulk,PIxPI,Palms,Palms,CentralxCentral,CentralxCentral,CentralPure,C11,9,2,43,2,9.2.2,20,10,10,50,,1
2914,Palms,Rm3Palms,PalmsBulk,PIxPI,Palms,Palms,CentralxCentral,CentralxCentral,CentralPure,C11,9,2,43,2,9.2.2,20,10,10,50,,1
2915,Palms,Rm3Palms,PalmsBulk,PIxPI,Palms,Palms,CentralxCentral,CentralxCentral,CentralPure,C11,9,2,43,2,9.2.2,20,10,10,50,,1
2916,Palms,Rm3Palms,PalmsBulk,PIxPI,Palms,Palms,CentralxCentral,CentralxCentral,CentralPure,C11,9,2,43,2,9.2.2,20,10,10,50,,1
2917,Palms,Rm3Palms,PalmsBulk,PIxPI,Palms,Palms,CentralxCentral,CentralxCentral,CentralPure,C11,9,2,43,2,9.2.2,20,10,10,50,,1
2918,Palms,Rm3Palms,PalmsBulk,PIxPI,Palms,Palms,CentralxCentral,CentralxCentral,CentralPure,C11,9,2,43,2,9.2.2,20,10,10,50,,1
2919,Palms,Rm3Palms,PalmsBulk,PIxPI,Palms,Palms,CentralxCentral,CentralxCentral,CentralPure,C11,9,2,43,2,9.2.2,20,10,10,50,,1
2920,Palms,Rm3Palms,PalmsBulk,PIxPI,Palms,Palms,CentralxCentral,CentralxCentral,CentralPure,C11,9,2,43,2,9.2.2,20,10,10,50,,1
2921,Palms,Rm3Palms,PalmsBulk,PIxPI,Palms,Palms,CentralxCentral,CentralxCentral,CentralPure,C11,9,2,43,2,9.2.2,20,10,10,50,,1
2922,Palms,Rm3Palms,PalmsBulk,PIxPI,Palms,Palms,CentralxCentral,CentralxCentral,CentralPure,C11,9,2,43,2,9.2.2,20,10,10,50,,0
2923,Palms,Rm3Palms,PalmsBulk,PIxPI,Palms,Palms,CentralxCentral,CentralxCentral,CentralPure,C11,9,2,43,2,9.2.2,20,10,10,50,,0
2924,Palms,Rm3Palms,PalmsBulk,PIxPI,Palms,Palms,CentralxCentral,CentralxCentral,CentralPure,C11,9,2,43,2,9.2.2,20,10,10,50,,0
2925,Palms,Rm3Palms,PalmsBulk,PIxPI,Palms,Palms,CentralxCentral,CentralxCentral,CentralPure,C11,9,2,43,2,9.2.2,20,10,10,50,,0
2926,Palms,Rm3Palms,PalmsBulk,PIxPI,Palms,Palms,CentralxCentral,CentralxCentral,CentralPure,C11,9,2,43,2,9.2.2,20,10,10,50,,0
2927,Palms,Rm3Palms,PalmsBulk,PIxPI,Palms,Palms,CentralxCentral,CentralxCentral,CentralPure,C11,9,2,43,2,9.2.2,20,10,10,50,,0
2928,Palms,Rm3Palms,PalmsBulk,PIxPI,Palms,Palms,CentralxCentral,CentralxCentral,CentralPure,C11,9,2,43,2,9.2.2,20,10,10,50,,0
2929,Palms,Rm3Palms,PalmsBulk,PIxPI,Palms,Palms,CentralxCentral,CentralxCentral,CentralPure,C11,9,2,43,2,9.2.2,20,10,10,50,,0
2930,Palms,Rm3Palms,PalmsBulk,PIxPI,Palms,Palms,CentralxCentral,CentralxCentral,CentralPure,C11,9,2,43,2,9.2.2,20,10,10,50,,0
2931,Palms,Rm3Palms,PalmsBulk,PIxPI,Palms,Palms,CentralxCentral,CentralxCentral,CentralPure,C11,9,2,43,2,9.2.2,20,10,10,50,,0
2932,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,C6,9,2,43,3,9.2.3,24,9,15,37.5,,1
2933,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,C6,9,2,43,3,9.2.3,24,9,15,37.5,,1
2934,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,C6,9,2,43,3,9.2.3,24,9,15,37.5,,1
2935,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,C6,9,2,43,3,9.2.3,24,9,15,37.5,,1
2936,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,C6,9,2,43,3,9.2.3,24,9,15,37.5,,1
2937,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,C6,9,2,43,3,9.2.3,24,9,15,37.5,,1
2938,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,C6,9,2,43,3,9.2.3,24,9,15,37.5,,1
2939,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,C6,9,2,43,3,9.2.3,24,9,15,37.5,,1
2940,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,C6,9,2,43,3,9.2.3,24,9,15,37.5,,1
2941,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,C6,9,2,43,3,9.2.3,24,9,15,37.5,,0
2942,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,C6,9,2,43,3,9.2.3,24,9,15,37.5,,0
2943,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,C6,9,2,43,3,9.2.3,24,9,15,37.5,,0
2944,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,C6,9,2,43,3,9.2.3,24,9,15,37.5,,0
2945,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,C6,9,2,43,3,9.2.3,24,9,15,37.5,,0
2946,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,C6,9,2,43,3,9.2.3,24,9,15,37.5,,0
2947,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,C6,9,2,43,3,9.2.3,24,9,15,37.5,,0
2948,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,C6,9,2,43,3,9.2.3,24,9,15,37.5,,0
2949,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,C6,9,2,43,3,9.2.3,24,9,15,37.5,,0
2950,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,C6,9,2,43,3,9.2.3,24,9,15,37.5,,0
2951,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,C6,9,2,43,3,9.2.3,24,9,15,37.5,,0
2952,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,C6,9,2,43,3,9.2.3,24,9,15,37.5,,0
2953,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,C6,9,2,43,3,9.2.3,24,9,15,37.5,,0
2954,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,C6,9,2,43,3,9.2.3,24,9,15,37.5,,0
2955,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,C6,9,2,43,3,9.2.3,24,9,15,37.5,,0
2956,HF2,C31,Wood4xMartin14,WDxMA,Wood4,Martin14,NorthxNorth,NorthxNorth,NorthHybrid,C2,9,3,199,1,9.3.1,4,0,4,0,,0
2957,HF2,C31,Wood4xMartin14,WDxMA,Wood4,Martin14,NorthxNorth,NorthxNorth,NorthHybrid,C2,9,3,199,1,9.3.1,4,0,4,0,,0
2958,HF2,C31,Wood4xMartin14,WDxMA,Wood4,Martin14,NorthxNorth,NorthxNorth,NorthHybrid,C2,9,3,199,1,9.3.1,4,0,4,0,,0
2959,HF2,C31,Wood4xMartin14,WDxMA,Wood4,Martin14,NorthxNorth,NorthxNorth,NorthHybrid,C2,9,3,199,1,9.3.1,4,0,4,0,,0
2960,HF2,C31,Wood4xMartin14,WDxMA,Wood4,Martin14,NorthxNorth,NorthxNorth,NorthHybrid,F9,9,3,199,2,9.3.2,5,0,5,0,,0
2961,HF2,C31,Wood4xMartin14,WDxMA,Wood4,Martin14,NorthxNorth,NorthxNorth,NorthHybrid,F9,9,3,199,2,9.3.2,5,0,5,0,,0
2962,HF2,C31,Wood4xMartin14,WDxMA,Wood4,Martin14,NorthxNorth,NorthxNorth,NorthHybrid,F9,9,3,199,2,9.3.2,5,0,5,0,,0
2963,HF2,C31,Wood4xMartin14,WDxMA,Wood4,Martin14,NorthxNorth,NorthxNorth,NorthHybrid,F9,9,3,199,2,9.3.2,5,0,5,0,,0
2964,HF2,C31,Wood4xMartin14,WDxMA,Wood4,Martin14,NorthxNorth,NorthxNorth,NorthHybrid,F9,9,3,199,2,9.3.2,5,0,5,0,,0
2965,HF2,C31,Wood4xMartin14,WDxMA,Wood4,Martin14,NorthxNorth,NorthxNorth,NorthHybrid,F9,9,3,199,2,9.3.2,5,0,5,0,,0
2966,HF72,C85,Martin11xDavies9,MAxDA,Martin11,Davies9,NorthxCentral,Hybrid,Hybrid,B12,9,3,199,3,9.3.3,11,3,8,27.27272727,,1
2967,HF72,C85,Martin11xDavies9,MAxDA,Martin11,Davies9,NorthxCentral,Hybrid,Hybrid,B12,9,3,199,3,9.3.3,11,3,8,27.27272727,,1
2968,HF72,C85,Martin11xDavies9,MAxDA,Martin11,Davies9,NorthxCentral,Hybrid,Hybrid,B12,9,3,199,3,9.3.3,11,3,8,27.27272727,,1
2969,HF72,C85,Martin11xDavies9,MAxDA,Martin11,Davies9,NorthxCentral,Hybrid,Hybrid,B12,9,3,199,3,9.3.3,11,3,8,27.27272727,,0
2970,HF72,C85,Martin11xDavies9,MAxDA,Martin11,Davies9,NorthxCentral,Hybrid,Hybrid,B12,9,3,199,3,9.3.3,11,3,8,27.27272727,,0
2971,HF72,C85,Martin11xDavies9,MAxDA,Martin11,Davies9,NorthxCentral,Hybrid,Hybrid,B12,9,3,199,3,9.3.3,11,3,8,27.27272727,,0
2972,HF72,C85,Martin11xDavies9,MAxDA,Martin11,Davies9,NorthxCentral,Hybrid,Hybrid,B12,9,3,199,3,9.3.3,11,3,8,27.27272727,,0
2973,HF72,C85,Martin11xDavies9,MAxDA,Martin11,Davies9,NorthxCentral,Hybrid,Hybrid,B12,9,3,199,3,9.3.3,11,3,8,27.27272727,,0
2974,HF72,C85,Martin11xDavies9,MAxDA,Martin11,Davies9,NorthxCentral,Hybrid,Hybrid,B12,9,3,199,3,9.3.3,11,3,8,27.27272727,,0
2975,HF72,C85,Martin11xDavies9,MAxDA,Martin11,Davies9,NorthxCentral,Hybrid,Hybrid,B12,9,3,199,3,9.3.3,11,3,8,27.27272727,,0
2976,HF72,C85,Martin11xDavies9,MAxDA,Martin11,Davies9,NorthxCentral,Hybrid,Hybrid,B12,9,3,199,3,9.3.3,11,3,8,27.27272727,,0
2977,HF72,C85,Martin11xDavies9,MAxDA,Martin11,Davies9,NorthxCentral,Hybrid,Hybrid,B13,9,4,27,1,9.4.1,7,7,0,100,,1
2978,HF72,C85,Martin11xDavies9,MAxDA,Martin11,Davies9,NorthxCentral,Hybrid,Hybrid,B13,9,4,27,1,9.4.1,7,7,0,100,,1
2979,HF72,C85,Martin11xDavies9,MAxDA,Martin11,Davies9,NorthxCentral,Hybrid,Hybrid,B13,9,4,27,1,9.4.1,7,7,0,100,,1
2980,HF72,C85,Martin11xDavies9,MAxDA,Martin11,Davies9,NorthxCentral,Hybrid,Hybrid,B13,9,4,27,1,9.4.1,7,7,0,100,,1
2981,HF72,C85,Martin11xDavies9,MAxDA,Martin11,Davies9,NorthxCentral,Hybrid,Hybrid,B13,9,4,27,1,9.4.1,7,7,0,100,,1
2982,HF72,C85,Martin11xDavies9,MAxDA,Martin11,Davies9,NorthxCentral,Hybrid,Hybrid,B13,9,4,27,1,9.4.1,7,7,0,100,,1
2983,HF72,C85,Martin11xDavies9,MAxDA,Martin11,Davies9,NorthxCentral,Hybrid,Hybrid,B13,9,4,27,1,9.4.1,7,7,0,100,,1
2984,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,C1,9,4,27,2,9.4.2,37,7,30,18.91891892,,1
2985,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,C1,9,4,27,2,9.4.2,37,7,30,18.91891892,,1
2986,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,C1,9,4,27,2,9.4.2,37,7,30,18.91891892,,1
2987,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,C1,9,4,27,2,9.4.2,37,7,30,18.91891892,,1
2988,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,C1,9,4,27,2,9.4.2,37,7,30,18.91891892,,1
2989,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,C1,9,4,27,2,9.4.2,37,7,30,18.91891892,,1
2990,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,C1,9,4,27,2,9.4.2,37,7,30,18.91891892,,1
2991,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,C1,9,4,27,2,9.4.2,37,7,30,18.91891892,,0
2992,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,C1,9,4,27,2,9.4.2,37,7,30,18.91891892,,0
2993,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,C1,9,4,27,2,9.4.2,37,7,30,18.91891892,,0
2994,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,C1,9,4,27,2,9.4.2,37,7,30,18.91891892,,0
2995,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,C1,9,4,27,2,9.4.2,37,7,30,18.91891892,,0
2996,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,C1,9,4,27,2,9.4.2,37,7,30,18.91891892,,0
2997,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,C1,9,4,27,2,9.4.2,37,7,30,18.91891892,,0
2998,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,C1,9,4,27,2,9.4.2,37,7,30,18.91891892,,0
2999,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,C1,9,4,27,2,9.4.2,37,7,30,18.91891892,,0
3000,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,C1,9,4,27,2,9.4.2,37,7,30,18.91891892,,0
3001,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,C1,9,4,27,2,9.4.2,37,7,30,18.91891892,,0
3002,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,C1,9,4,27,2,9.4.2,37,7,30,18.91891892,,0
3003,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,C1,9,4,27,2,9.4.2,37,7,30,18.91891892,,0
3004,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,C1,9,4,27,2,9.4.2,37,7,30,18.91891892,,0
3005,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,C1,9,4,27,2,9.4.2,37,7,30,18.91891892,,0
3006,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,C1,9,4,27,2,9.4.2,37,7,30,18.91891892,,0
3007,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,C1,9,4,27,2,9.4.2,37,7,30,18.91891892,,0
3008,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,C1,9,4,27,2,9.4.2,37,7,30,18.91891892,,0
3009,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,C1,9,4,27,2,9.4.2,37,7,30,18.91891892,,0
3010,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,C1,9,4,27,2,9.4.2,37,7,30,18.91891892,,0
3011,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,C1,9,4,27,2,9.4.2,37,7,30,18.91891892,,0
3012,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,C1,9,4,27,2,9.4.2,37,7,30,18.91891892,,0
3013,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,C1,9,4,27,2,9.4.2,37,7,30,18.91891892,,0
3014,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,C1,9,4,27,2,9.4.2,37,7,30,18.91891892,,0
3015,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,C1,9,4,27,2,9.4.2,37,7,30,18.91891892,,0
3016,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,C1,9,4,27,2,9.4.2,37,7,30,18.91891892,,0
3017,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,C1,9,4,27,2,9.4.2,37,7,30,18.91891892,,0
3018,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,C1,9,4,27,2,9.4.2,37,7,30,18.91891892,,0
3019,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,C1,9,4,27,2,9.4.2,37,7,30,18.91891892,,0
3020,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,C1,9,4,27,2,9.4.2,37,7,30,18.91891892,,0
3021,Palms,Rm3Palms,PalmsBulk,PIxPI,Palms,Palms,CentralxCentral,CentralxCentral,CentralPure,D1,9,4,27,3,9.4.3,13,1,12,7.692307692,,1
3022,Palms,Rm3Palms,PalmsBulk,PIxPI,Palms,Palms,CentralxCentral,CentralxCentral,CentralPure,D1,9,4,27,3,9.4.3,13,1,12,7.692307692,,0
3023,Palms,Rm3Palms,PalmsBulk,PIxPI,Palms,Palms,CentralxCentral,CentralxCentral,CentralPure,D1,9,4,27,3,9.4.3,13,1,12,7.692307692,,0
3024,Palms,Rm3Palms,PalmsBulk,PIxPI,Palms,Palms,CentralxCentral,CentralxCentral,CentralPure,D1,9,4,27,3,9.4.3,13,1,12,7.692307692,,0
3025,Palms,Rm3Palms,PalmsBulk,PIxPI,Palms,Palms,CentralxCentral,CentralxCentral,CentralPure,D1,9,4,27,3,9.4.3,13,1,12,7.692307692,,0
3026,Palms,Rm3Palms,PalmsBulk,PIxPI,Palms,Palms,CentralxCentral,CentralxCentral,CentralPure,D1,9,4,27,3,9.4.3,13,1,12,7.692307692,,0
3027,Palms,Rm3Palms,PalmsBulk,PIxPI,Palms,Palms,CentralxCentral,CentralxCentral,CentralPure,D1,9,4,27,3,9.4.3,13,1,12,7.692307692,,0
3028,Palms,Rm3Palms,PalmsBulk,PIxPI,Palms,Palms,CentralxCentral,CentralxCentral,CentralPure,D1,9,4,27,3,9.4.3,13,1,12,7.692307692,,0
3029,Palms,Rm3Palms,PalmsBulk,PIxPI,Palms,Palms,CentralxCentral,CentralxCentral,CentralPure,D1,9,4,27,3,9.4.3,13,1,12,7.692307692,,0
3030,Palms,Rm3Palms,PalmsBulk,PIxPI,Palms,Palms,CentralxCentral,CentralxCentral,CentralPure,D1,9,4,27,3,9.4.3,13,1,12,7.692307692,,0
3031,Palms,Rm3Palms,PalmsBulk,PIxPI,Palms,Palms,CentralxCentral,CentralxCentral,CentralPure,D1,9,4,27,3,9.4.3,13,1,12,7.692307692,,0
3032,Palms,Rm3Palms,PalmsBulk,PIxPI,Palms,Palms,CentralxCentral,CentralxCentral,CentralPure,D1,9,4,27,3,9.4.3,13,1,12,7.692307692,,0
3033,Palms,Rm3Palms,PalmsBulk,PIxPI,Palms,Palms,CentralxCentral,CentralxCentral,CentralPure,D1,9,4,27,3,9.4.3,13,1,12,7.692307692,,0
3034,HF84,C63,Davies16xDavies18,DAxDA,Davies16,Davies18,CentralxCentral,CentralxCentral,CentralPure,J2,9,5,162,1,9.5.1,1,1,0,100,,1
3035,HF80,C86,Martin11xDavies15,MAxDA,Martin11,Davies15,NorthxCentral,Hybrid,Hybrid,E3,9,5,162,2,9.5.2,5,2,3,40,,1
3036,HF80,C86,Martin11xDavies15,MAxDA,Martin11,Davies15,NorthxCentral,Hybrid,Hybrid,E3,9,5,162,2,9.5.2,5,2,3,40,,1
3037,HF80,C86,Martin11xDavies15,MAxDA,Martin11,Davies15,NorthxCentral,Hybrid,Hybrid,E3,9,5,162,2,9.5.2,5,2,3,40,,0
3038,HF80,C86,Martin11xDavies15,MAxDA,Martin11,Davies15,NorthxCentral,Hybrid,Hybrid,E3,9,5,162,2,9.5.2,5,2,3,40,,0
3039,HF80,C86,Martin11xDavies15,MAxDA,Martin11,Davies15,NorthxCentral,Hybrid,Hybrid,E3,9,5,162,2,9.5.2,5,2,3,40,,0
3040,Palms,Rm3Palms,PalmsBulk,PIxPI,Palms,Palms,CentralxCentral,CentralxCentral,CentralPure,D2,9,5,162,3,9.5.3,4,2,2,50,,1
3041,Palms,Rm3Palms,PalmsBulk,PIxPI,Palms,Palms,CentralxCentral,CentralxCentral,CentralPure,D2,9,5,162,3,9.5.3,4,2,2,50,,1
3042,Palms,Rm3Palms,PalmsBulk,PIxPI,Palms,Palms,CentralxCentral,CentralxCentral,CentralPure,D2,9,5,162,3,9.5.3,4,2,2,50,,0
3043,Palms,Rm3Palms,PalmsBulk,PIxPI,Palms,Palms,CentralxCentral,CentralxCentral,CentralPure,D2,9,5,162,3,9.5.3,4,2,2,50,,0
3044,HF80,C86,Martin11xDavies15,MAxDA,Martin11,Davies15,NorthxCentral,Hybrid,Hybrid,D3,9,6,188,1,9.6.1,2,0,2,0,,0
3045,HF80,C86,Martin11xDavies15,MAxDA,Martin11,Davies15,NorthxCentral,Hybrid,Hybrid,D3,9,6,188,1,9.6.1,2,0,2,0,,0
3046,HF62,C4,Davies17xArlington6,DAxAR,Davies17,Arlington6,CentralxCentral,CentralxCentral,CentralHybrid,B3,9,6,188,2,9.6.2,3,1,2,33.33333333,,1
3047,HF62,C4,Davies17xArlington6,DAxAR,Davies17,Arlington6,CentralxCentral,CentralxCentral,CentralHybrid,B3,9,6,188,2,9.6.2,3,1,2,33.33333333,,0
3048,HF62,C4,Davies17xArlington6,DAxAR,Davies17,Arlington6,CentralxCentral,CentralxCentral,CentralHybrid,B3,9,6,188,2,9.6.2,3,1,2,33.33333333,,0
